"region_code","region_name","latitude","longitude","division","country","date","period","population","revenue","volume","customers","channelCosts","margin","revenueVsPotential","ownStores","indirectStores","EEStores","o2Stores","salesVsPotential","VFcustomerShare","digitalPropensity","acqMarketShare","networkSpeed","networkLatency","channelRevenueOnline","channelRevenueOnlinefixed","channelRevenueOnlinepostpayAcq","channelRevenueOnlinepostpayRenewal","channelRevenueOnlineprepay","channelRevenueTelesales","channelRevenueTelesalesfixed","channelRevenueTelesalespostpayAcq","channelRevenueTelesalespostpayRenewal","channelRevenueTelesalesprepay","channelRevenueRetail","channelRevenueRetailfixed","channelRevenueRetailpostpayAcq","channelRevenueRetailpostpayRenewal","channelRevenueRetailprepay","channelRevenueIndirect","channelRevenueIndirectfixed","channelRevenueIndirectpostpayAcq","channelRevenueIndirectpostpayRenewal","channelRevenueIndirectprepay","channelVolumeOnline","channelVolumeOnlinefixed","channelVolumeOnlinepostpayAcq","channelVolumeOnlinepostpayRenewal","channelVolumeOnlineprepay","channelVolumeTelesales","channelVolumeTelesalesfixed","channelVolumeTelesalespostpayAcq","channelVolumeTelesalespostpayRenewal","channelVolumeTelesalesprepay","channelVolumeRetail","channelVolumeRetailfixed","channelVolumeRetailpostpayAcq","channelVolumeRetailpostpayRenewal","channelVolumeRetailprepay","channelVolumeIndirect","channelVolumeIndirectfixed","channelVolumeIndirectpostpayAcq","channelVolumeIndirectpostpayRenewal","channelVolumeIndirectprepay"
14,"South Coast",50.851834,-0.983612,"South","United Kingdom","2018-07-31","month",3724267,5653061,1044,3818734,780775,46746,-0.00725,20,10,42,27,-0.105,0.198,0.11,0.129,0.114,68.3,78742,9562,19169,9555,9970,137193,30929,31735,16404,14711,145859,22519,41899,17523,18783,160469,23250,22113,17529,22395,149568,39731,15693,28996,21129,143514,28564,14746,26830,20699,90815,35521,26597,11626,9313,128085,34633,21369,24950,15638
13,"South East",51.134193,0.264491,"South","United Kingdom","2018-07-31","month",3801605,3975692,1084,3908182,862271,42365,0.105,22,14,42,22,0.178,0.486,0.299,0.306,4.71,77.8,145089,20423,16778,16757,16288,109997,24378,17305,15621,11053,164255,61867,43840,16449,18355,156386,42516,35266,21176,19363,152571,28739,44945,26131,16969,106822,36089,23505,11636,15736,66815,18242,9037,12374,7336,104507,36076,19794,15899,12170
11,"South Wales",51.652933,-3.021441,"South","United Kingdom","2018-07-31","month",2551731,4549260,1052,2696216,775776,40722,0.136,21,14,43,26,0.00226,0.385,-0.174,0.292,1.66,77.3,94549,16455,24943,18275,11741,145039,31300,30882,28813,16946,84864,18818,14274,14292,9977,89918,20208,19120,17663,10933,87885,30184,23362,11598,9713,140292,16966,23790,27583,14439,94935,10873,20051,10775,10254,113355,44109,12421,21235,11845
12,"South West",50.371714,-4.140162,"South","United Kingdom","2018-07-31","month",3803411,6002321,1063,3721038,897531,35146,-0.196,22,9,30,21,0.000348,0.0806,0.257,0.344,4.74,81.4,155313,19234,32329,18057,20508,148692,56526,18433,16122,18410,93541,13186,26616,12226,11829,67265,12237,12818,10775,8001,117661,41728,22410,13662,16126,142438,50364,18850,17228,16846,107248,27128,21597,12323,13927,92689,24705,18371,17049,11320
1,"South Yorks",53.550871,-1.478309,"South","United Kingdom","2018-07-31","month",3639127,5377960,1090,2608947,1026184,34079,-0.178,23,14,37,22,0.146,0.366,0.135,0.258,1.55,75.6,159095,41462,18107,25956,20495,122821,17629,15190,20201,13417,81953,9925,21653,11237,9677,72931,27550,8728,9303,8033,162713,31639,32231,24154,20961,138961,33503,16123,21042,19450,160448,62391,16542,23476,22177,140159,53709,40887,20985,16883
9,"East Anglia",52.399452,0.264206,"South","United Kingdom","2018-08-31","month",2822168,5030575,1166,3043244,805891,38366,-0.0869,19,9,33,39,0.0243,0.395,0.128,0.485,2.63,95.4,134788,46553,29561,17384,17604,130644,35768,38503,14617,17119,149806,20733,16298,27714,16008,76839,23496,13460,13031,9557,152665,39004,30755,18799,22447,150778,48111,38626,19072,15101,82968,26929,20496,14095,12000,133857,44661,17578,20372,15213
5,"East Midlands",52.522979,-1.467778,"North","United Kingdom","2018-08-31","month",3467291,5794766,1114,3631905,756610,38799,-0.172,20,14,26,27,0.0889,0.291,-0.112,0.198,3.9,85.8,83903,29945,10325,16152,9680,83781,33355,20752,11473,10930,113759,36904,24109,21586,13580,129713,20259,29544,16361,16588,102015,36421,24679,10481,13064,103191,20470,19368,14298,11996,69393,20706,7552,9086,7501,63015,22333,15020,8232,8792
15,"Essex and Herts",51.963206,1.351792,"South","United Kingdom","2018-08-31","month",3031768,4882900,1214,3308082,878580,34743,-0.0976,19,14,30,17,-0.0389,0.38,-0.0556,-0.0213,4.31,84,63890,11821,17705,9796,9254,106714,42373,20120,14401,10719,131568,19911,30202,19118,19286,77827,10838,10629,10050,8691,72209,28810,7342,10918,7306,109974,35879,12826,14959,16103,69866,7633,15503,9216,7466,65233,8777,19316,7977,6888
18,"Home Counties",51.352162,-1.993762,"South","United Kingdom","2018-08-31","month",2812215,5227710,1111,3035295,941217,40068,-0.113,22,13,41,25,-0.017,0.0848,0.0274,0.451,3.56,42.9,101981,30106,25196,17857,13488,123529,30061,18899,13711,17131,97050,24266,15367,16919,13286,159456,42849,35281,19925,16611,146431,16644,41840,24870,16430,135969,28543,37835,14323,17260,111216,21690,21325,18858,12507,69437,7709,8418,10915,8528
4,"Lancs Cumbria Pennines",53.789622,-2.243294,"North","United Kingdom","2018-08-31","month",3855766,4730046,1095,3548291,900722,45862,0.171,22,12,25,23,-0.168,0.193,-0.15,-0.0965,3.94,79.6,69304,23882,8432,9751,8003,70887,7641,8009,10629,9644,105001,33600,27512,15509,13624,128380,39727,37662,18291,14051,96640,23000,20000,16198,9914,141747,15786,17233,28255,16868,143167,30974,20665,20951,21344,152242,30248,41562,27796,16949
6,"London East",51.537937,0.080932,"South","United Kingdom","2018-08-31","month",3728037,5375859,1138,3972188,858584,44028,-0.0403,22,15,44,33,-0.0817,0.378,-0.137,0.442,4.02,53.8,163099,48478,36259,30828,17952,63995,11352,7842,8793,7832,127462,45786,13568,18363,14403,90225,19509,18705,9264,12054,113441,14203,30095,20256,13891,96319,35918,26377,10629,13112,140022,44815,33978,20459,20402,76226,8614,15558,12982,9825
17,"London North",51.655197,-0.277485,"South","United Kingdom","2018-08-31","month",3422903,5516584,1188,3202198,1023502,43207,-0.000927,20,8,44,25,-0.0297,0.406,-0.0532,0.298,0.82,46.4,99454,11473,27556,12394,14352,135347,29546,32886,23126,14270,138039,49811,32849,22079,15794,124910,39184,13510,16787,16072,126378,15917,20477,16438,17708,134717,17870,28535,23470,17841,103105,38237,12671,10827,12136,77767,21174,15237,12876,10949
16,"London South",51.486872,-0.095581,"South","United Kingdom","2018-08-31","month",3706732,4109335,1180,3599627,870139,33777,0.144,21,9,31,25,0.185,0.398,0.0896,0.166,1.14,85.3,118303,16108,11911,17537,12658,81972,21710,13254,10865,9557,161248,33636,41721,18787,21269,144202,42942,28802,17371,16424,97278,31385,22661,17848,14294,77427,17419,21559,14152,9448,126342,33361,26556,19771,17274,110893,33024,31867,19670,15983
19,"London West",51.509384,-0.195825,"South","United Kingdom","2018-08-31","month",3009504,3859556,1097,3927058,823653,49843,-0.0351,18,13,26,19,-0.0131,0.196,0.144,0.231,2.58,58.4,91144,32241,14035,10846,9684,95453,11257,10596,9989,13520,110556,38352,27001,18921,13710,69257,18495,16046,8127,8999,116191,42279,16477,18146,16445,115323,39149,34129,16191,14707,96844,21965,13024,15603,14063,149755,50869,41454,21428,18937
2,"Manchester",53.386478,-2.351433,"North","United Kingdom","2018-08-31","month",3398972,5718727,1157,3219760,863478,46506,-0.191,19,10,44,17,-0.0925,0.488,0.149,0.482,2.87,83.9,156767,61513,31287,29692,21894,126487,32684,33013,21804,17427,90692,26526,14705,12107,12851,77405,26575,12049,15086,8420,110134,30944,11629,19700,13059,91379,29460,12530,15252,13204,79413,31746,9615,14122,8239,113149,32649,15843,13912,13533
3,"Midlands",52.435044,-1.892271,"North","United Kingdom","2018-08-31","month",3218185,3887740,1067,3736496,884567,46767,-0.12,18,14,29,22,-0.179,0.41,-0.0102,0.0993,2.72,91.4,98933,15829,18522,18897,12076,85513,14200,14936,11285,11228,88718,12854,24477,9221,9683,100695,12738,13586,19223,13727,113839,36991,14102,21555,16214,85975,21258,25445,11461,11690,64362,12762,9752,12603,8974,84457,14274,22978,12410,8458
7,"NI Glasgow",55.860011,-4.253951,"North","United Kingdom","2018-08-31","month",3909949,4070175,1098,2716276,919187,43212,0.0503,18,13,44,32,-0.0179,0.206,-0.156,0.468,2.63,83.2,127280,36840,30598,19484,16899,125613,39972,24159,18232,16281,110139,28323,23454,12053,13638,92354,31422,23486,9487,11512,112216,32483,29544,19783,13077,86828,32987,10946,14479,9260,99655,26291,13950,18447,10289,67710,26579,15037,10621,7337
10,"North East",54.683629,-1.21324,"North","United Kingdom","2018-08-31","month",3841296,6170127,1112,2634915,873429,44887,-0.0596,21,10,26,35,-0.0335,0.173,0.0259,0.353,2.95,88.7,146997,30264,41992,27541,15771,163504,64450,48136,25183,23504,95097,34294,23652,14853,10812,103426,18777,18850,20165,14572,95650,13779,16515,10770,10934,154095,24325,23919,22468,16114,112802,37492,22858,16761,13235,136949,23155,31405,21060,19497
0,"North West",53.027538,-2.175821,"North","United Kingdom","2018-08-31","month",2808247,3985648,1205,2613263,759589,35062,-0.104,21,14,30,33,-0.186,0.321,-0.0937,0.24,2.37,86.2,116011,12393,26122,17388,16425,84704,29403,20160,8686,8937,110676,26517,16469,17877,12771,116633,45057,17422,17023,12332,80191,17618,17468,10571,10337,130561,16941,19011,20467,18009,80399,22280,17064,13829,11117,116676,11714,34645,13326,17412
8,"Scotland North",56.45974,-2.973105,"North","United Kingdom","2018-08-31","month",3878211,5667981,1198,2715183,894713,34031,-0.00608,19,9,27,18,-0.144,0.493,-0.0769,0.468,1.56,43.5,151840,27189,25497,15510,20634,163597,24296,38024,31445,17941,150140,42672,27630,18560,18597,94827,32921,18708,17962,11670,132176,47153,17075,21364,13937,136988,47950,24079,26504,19283,70203,8338,20251,10186,9552,91251,9656,15695,17304,11979
14,"South Coast",50.851834,-0.983612,"South","United Kingdom","2018-08-31","month",2595701,5605868,1091,2791698,756007,47325,-0.0751,19,11,34,33,0.193,0.256,-0.102,0.268,2.87,48,68871,18962,18139,12305,7002,110634,41655,29238,17000,11836,152332,19933,44154,25760,18901,113617,33993,29509,15174,14988,149257,20215,26484,22213,21684,127794,34843,37150,20347,18821,103155,29955,21265,12418,13269,71895,10273,15789,12980,10410
13,"South East",51.134193,0.264491,"South","United Kingdom","2018-08-31","month",3126297,5627774,1137,3236094,790740,33712,0.0502,19,11,32,29,0.191,0.379,-0.154,0.293,4.92,76,81362,9014,22559,11387,8597,91803,21971,24111,13707,13392,166121,57458,29282,24277,22217,73791,8817,16371,7478,8470,156903,20710,32082,21017,21218,113889,12799,31122,22399,16163,105529,34933,25966,12206,13111,67915,7250,8558,9292,6942
11,"South Wales",51.652933,-3.021441,"South","United Kingdom","2018-08-31","month",2936209,3817196,1047,2710686,988812,48037,-0.174,20,9,35,25,-0.131,0.0899,0.155,0.0533,0.238,81,92477,13794,21823,16856,12179,66287,18730,7717,8200,8112,129143,18008,19129,24901,18431,156177,61185,37148,27444,22034,64237,21152,15716,7870,7625,160605,35714,27446,19682,16535,78497,9489,9380,9515,8993,117507,31942,17672,13323,16267
12,"South West",50.371714,-4.140162,"South","United Kingdom","2018-08-31","month",3249677,5578878,1196,3936697,809040,41370,-0.0666,22,14,32,33,-0.122,0.192,0.169,0.276,1.29,63.9,132303,42333,21866,18663,15379,155563,25171,29728,21545,21280,110910,33646,28467,15549,11891,142289,30007,41802,15597,16088,146365,52570,21969,26651,20098,89491,29096,23947,9088,9316,93632,27206,15911,15981,9774,97315,17168,21916,16289,11781
1,"South Yorks",53.550871,-1.478309,"South","United Kingdom","2018-08-31","month",3352851,5154112,1107,2508235,829795,36042,-0.14,18,15,41,30,-0.00778,0.13,-0.102,0.0345,0.594,83.5,69321,13733,16502,7890,8761,64093,22872,17977,7181,9510,78350,12739,11598,11953,9699,148173,41264,34436,15808,21810,105787,12098,23215,11273,15220,103968,38824,30419,18052,12504,73049,12648,16486,12514,8249,101025,23429,21060,15677,10557
9,"East Anglia",52.399452,0.264206,"South","United Kingdom","2018-09-30","month",2844483,5000399,1116,3643039,790700,48906,-0.0363,18,10,29,25,-0.0577,0.462,0.0235,0.473,3.86,89.1,80188,14124,12088,10456,9987,151342,54494,44295,20489,22525,166156,64663,29368,21441,21701,87498,16609,13177,11930,11138,100056,34319,10596,14271,13019,154629,24274,45983,22786,15882,89426,10898,13404,11485,11671,133415,39304,20444,25430,18201
5,"East Midlands",52.522979,-1.467778,"North","United Kingdom","2018-09-30","month",2785840,3919003,1095,3844389,957211,43303,0.023,21,15,45,35,0.0753,0.276,0.0192,-0.00412,3,66.5,144369,22816,39274,20365,19177,114695,15091,32663,18823,13502,104491,17130,18042,17905,12739,74662,14222,15823,8568,9843,104641,28057,22750,20484,15123,77987,19800,14462,9318,9683,129760,33124,25869,24762,15868,93804,9755,26714,13826,9673
15,"Essex and Herts",51.963206,1.351792,"South","United Kingdom","2018-09-30","month",2925240,3937725,1198,2541105,994127,35728,-0.0225,19,9,45,34,-0.0882,0.262,-0.0289,-0.0113,1.29,44.6,98608,11016,15395,16521,14378,106823,25504,28770,20383,12792,99408,15595,12407,12665,10422,153360,45969,45648,20227,17790,165412,43941,40835,18638,19186,93557,21001,14881,15071,12284,129316,44239,22274,23158,15621,143071,25232,37953,16093,21327
18,"Home Counties",51.352162,-1.993762,"South","United Kingdom","2018-09-30","month",3173470,5887593,1087,3447380,960423,35545,-0.103,20,13,43,36,-0.036,0.241,-0.103,0.202,0.258,65.9,166103,21916,16620,26115,18602,161720,51303,25096,31666,22249,86439,14160,16296,12807,9710,80393,19458,20843,14020,8531,71781,21346,11406,9230,10259,129310,17118,27833,15022,17534,80548,20059,10854,8585,10146,70965,10537,16682,13642,7590
4,"Lancs Cumbria Pennines",53.789622,-2.243294,"North","United Kingdom","2018-09-30","month",3267243,5732942,1199,3902670,848094,37652,-0.0242,22,11,26,28,-0.0515,0.379,0.153,0.46,4.13,55,149486,30489,19091,27780,19989,164515,62825,22765,32699,19136,146503,21660,32592,22284,17160,116059,26444,32012,17252,14512,97551,27764,10103,13177,13357,71999,13328,19257,9305,7235,109963,12005,12955,16250,12169,159894,58274,36407,28679,19044
6,"London East",51.537937,0.080932,"South","United Kingdom","2018-09-30","month",3040810,4133305,1043,3991023,1027132,42367,0.0816,22,13,27,15,-0.187,0.462,-0.103,0.498,3.07,80.5,148931,49023,25157,22359,21192,83109,14656,18105,11595,9511,117690,19819,22553,20482,12977,131707,20325,18875,16465,15089,140331,16588,32610,21003,18193,62712,10937,8603,12490,8831,96453,29251,17945,17529,12198,87556,9512,20626,9186,12837
17,"London North",51.655197,-0.277485,"South","United Kingdom","2018-09-30","month",3206441,4548051,1240,3380883,887390,34627,-0.0946,22,12,36,37,-0.0659,0.386,-0.166,0.103,3.81,62.2,109775,23478,15459,13505,11302,158252,41686,23626,30840,19380,165468,60561,46749,18857,16637,128271,49442,16448,17311,16177,104480,36518,12370,12520,13815,99330,14647,11633,17124,9950,148627,48376,42788,15924,16552,151187,15840,23011,24356,20188
16,"London South",51.486872,-0.095581,"South","United Kingdom","2018-09-30","month",3765174,5040869,1054,3809636,766316,44876,0.114,19,10,26,24,-0.0188,0.307,0.0257,0.113,4.16,43.8,70469,26737,15393,13281,7569,130615,45526,33254,16139,13671,115573,14386,17739,17229,13899,66445,14667,17424,12372,6821,127849,17793,24885,16191,17190,155419,59090,31176,21466,21798,88015,31226,19079,14068,11318,142137,27820,41416,20633,18203
19,"London West",51.509384,-0.195825,"South","United Kingdom","2018-09-30","month",3666184,5984834,1148,2586827,856301,44603,0.0295,21,9,40,39,0.165,0.345,-0.0884,0.275,2.13,82.6,70819,18282,20384,9440,9039,164240,36413,47021,29966,22307,132376,26947,37962,13716,15698,140693,46439,18652,15865,15738,130050,51761,32792,24265,15715,150691,36657,19646,28305,20975,154899,48992,33811,20453,18307,70485,16284,21065,12520,8760
2,"Manchester",53.386478,-2.351433,"North","United Kingdom","2018-09-30","month",2862345,4660086,1093,3465334,1009784,42016,-0.133,22,14,26,19,0.198,0.414,0.197,0.412,1.49,70.3,71211,20699,14956,13805,7204,156171,36394,25324,30978,22417,115576,30889,17247,20749,15895,107170,22487,21728,14410,12949,84387,11453,18509,14842,9579,63178,10644,12289,12620,6787,67805,19537,13835,9130,9536,122492,29865,33707,21342,12297
3,"Midlands",52.435044,-1.892271,"North","United Kingdom","2018-09-30","month",2998516,5908716,1145,2890988,959228,37968,0.0559,23,10,39,22,-0.176,0.165,0.0874,0.395,4.81,59.6,93272,33737,23425,17685,12388,123022,27896,20840,17170,15486,111778,20382,19483,18865,14783,107635,39473,31222,20419,15656,97614,35495,21940,18661,13146,117592,41111,26534,20980,15830,129308,41232,27004,15762,18839,67741,25912,18560,11849,9435
7,"NI Glasgow",55.860011,-4.253951,"North","United Kingdom","2018-09-30","month",3906165,5821679,1197,3691053,876012,41790,0.111,19,15,41,33,-0.0908,0.26,0.0334,0.0489,2.81,90.5,164043,60616,38994,17892,17401,140895,30472,19847,26153,18410,138359,53384,25865,19849,14503,93615,29179,24722,15457,10317,122788,17577,31396,22386,13522,105040,31502,18872,18315,15166,125067,26247,18016,18392,15940,117603,41492,20757,15993,17151
10,"North East",54.683629,-1.21324,"North","United Kingdom","2018-09-30","month",2951315,6048137,1155,3410864,868218,33716,0.0116,19,11,36,18,0.0165,0.107,0.231,-0.0661,2.86,91.5,85414,30418,10057,9772,9065,112193,14617,19299,19629,12073,99613,33183,16486,16716,11395,87835,32744,13315,8785,12449,105882,24323,16252,13902,13379,65203,21431,13251,9045,6864,113389,32891,16676,15124,13101,95718,26139,23414,19032,11319
0,"North West",53.027538,-2.175821,"North","United Kingdom","2018-09-30","month",2557162,5812517,1189,2775785,1036173,40480,-0.000491,22,12,27,36,-0.176,0.351,0.0691,0.0418,2.19,65.5,110302,34940,25773,16780,16225,160934,56128,36271,18785,19158,86372,30817,12922,11744,9357,133984,45716,32091,19216,18283,111855,13689,31885,13251,15609,88046,17832,24569,16723,10645,68372,21703,19175,7917,7279,132783,21772,20032,24907,13849
8,"Scotland North",56.45974,-2.973105,"North","United Kingdom","2018-09-30","month",3443268,4827576,1227,2571635,829354,39522,0.0245,23,13,41,39,-0.192,0.391,-0.0486,0.074,3.88,66.1,97473,13424,12032,13277,12716,82149,23364,17872,13971,11584,90847,25298,11509,9453,12133,100586,16576,23087,17914,13652,62963,19362,18873,11921,8188,148516,29124,35291,28914,20001,97816,23211,11662,17278,11106,134957,48914,31801,26166,15787
14,"South Coast",50.851834,-0.983612,"South","United Kingdom","2018-09-30","month",3010869,5667825,1174,2542105,877344,46477,0.098,19,13,27,31,-0.098,0.399,-0.036,0.0687,4.01,40.4,150758,23391,32234,20582,19777,123294,26971,35426,17019,12346,162639,60172,38540,30124,20923,116393,37933,12683,13722,14490,140355,41566,33860,23359,21020,134106,47997,21269,18455,14778,107343,34142,15573,21287,12658,120190,23947,25241,12119,13532
13,"South East",51.134193,0.264491,"South","United Kingdom","2018-09-30","month",2780222,4058762,1047,3430625,986298,36022,0.112,23,14,42,39,0.0869,0.338,0.187,0.015,3.29,83.2,76392,20011,22020,12776,7651,62588,19278,13152,12134,6935,110330,21739,28084,12053,11703,125909,24917,23956,18112,17861,142901,14431,40967,24975,18173,138595,44811,24190,20882,17518,162237,16431,40414,30675,20667,162151,23877,39011,29040,21021
11,"South Wales",51.652933,-3.021441,"South","United Kingdom","2018-09-30","month",3521362,5640613,1149,3637904,778499,37660,-0.0124,21,9,33,20,-0.149,0.443,-0.162,0.148,0.243,77.1,136982,20513,30398,25589,18069,130350,17834,16144,18645,18467,146307,20485,39929,22407,16570,147179,14763,29756,23648,18914,99420,10597,19599,17815,10705,151935,23942,41193,15511,19916,70052,10239,18234,9062,7749,65341,20948,11037,10383,7999
12,"South West",50.371714,-4.140162,"South","United Kingdom","2018-09-30","month",3600496,5520740,1149,3015562,868250,46566,0.0838,22,12,29,40,-0.0424,0.0243,0.125,0.123,0.647,49.5,166546,25545,30354,16735,18747,151421,23900,24827,23750,20184,118255,23764,32398,15227,15155,90761,11490,23613,12903,11665,71507,16534,13058,13679,8488,72826,28679,9005,9190,10331,112751,16654,31719,12786,12949,111344,41418,14959,18246,12623
1,"South Yorks",53.550871,-1.478309,"South","United Kingdom","2018-09-30","month",3112519,4354740,1089,2779469,817168,34405,-0.045,21,10,28,23,0.023,0.218,0.0395,-0.00574,3.51,49.9,64249,14181,10344,10078,8711,124701,16781,27674,15293,14537,166008,31762,25040,32814,16677,153241,18243,26453,17494,16422,159943,38819,39345,23153,20858,123694,23985,26003,23683,15887,135087,43727,34258,26503,15847,85158,22411,21678,11107,12305
9,"East Anglia",52.399452,0.264206,"South","United Kingdom","2018-10-31","month",3948954,5894404,1230,2884878,870901,46208,0.142,23,13,31,17,0.0393,0.209,0.13,0.377,1.24,99,148935,33552,42328,28759,17352,116643,42535,16452,17916,13769,152439,60016,33881,27074,19435,124028,43213,34567,13783,17194,126986,27372,14396,23957,13999,85250,32307,21227,9696,9170,124929,38614,23001,14133,15479,115550,42309,31694,21567,15488
5,"East Midlands",52.522979,-1.467778,"North","United Kingdom","2018-10-31","month",2880555,4792764,1115,3443113,907420,38795,0.0927,19,9,25,40,0.0482,0.169,0.0782,0.245,3.15,54.7,139331,17949,23471,23347,18633,86548,13095,21400,8709,10686,116236,13418,27685,17777,17092,73996,16595,19738,9790,8749,157492,33797,19838,26912,20275,71514,9345,14605,7567,7324,82282,25507,14254,14091,9500,115211,13789,28192,12801,13584
15,"Essex and Herts",51.963206,1.351792,"South","United Kingdom","2018-10-31","month",3318328,6191999,1048,3208417,980059,49181,0.166,20,11,39,22,0.0252,0.153,-0.166,0.442,3.01,58.2,163510,52552,37651,20681,21781,99674,27104,26519,18298,14754,140832,28157,27828,15237,19531,63126,15152,10560,6729,6352,99682,12664,12508,18108,11366,88588,29504,11260,9736,10718,81861,11788,14026,11328,10787,165970,51825,34445,17167,20067
18,"Home Counties",51.352162,-1.993762,"South","United Kingdom","2018-10-31","month",3495601,3879350,1238,3191179,924858,49682,-0.0309,21,9,32,25,-0.0895,0.328,-0.127,0.0978,1.63,63.3,94162,15736,25588,10035,13585,118792,37711,20763,19195,11908,156723,62618,24119,24729,19628,138371,20787,20334,19908,13893,117015,45916,32162,22535,13564,65852,15767,10174,8205,6638,92803,35186,19588,16837,10569,137140,50610,31753,20397,19713
4,"Lancs Cumbria Pennines",53.789622,-2.243294,"North","United Kingdom","2018-10-31","month",3371521,5283684,1220,3034424,780102,46405,-0.0239,18,13,42,38,0.125,0.443,-0.0972,0.117,1.98,81.3,66618,23617,9169,7726,9334,120382,29200,32901,23937,16290,66281,15683,17923,11543,7854,137477,51197,20214,26382,16210,94342,9748,9825,18815,10495,143247,28005,38706,21963,17549,84827,24158,12038,12722,12535,164680,20528,17216,22618,16737
6,"London East",51.537937,0.080932,"South","United Kingdom","2018-10-31","month",3035578,5192970,1073,3081251,883706,34848,0.143,20,10,41,32,0.0257,0.0231,-0.108,0.0967,2.98,68.7,105542,15340,14159,17831,14024,92255,25989,20613,13133,12335,103153,34757,19306,17070,15077,103958,27369,28281,19555,13719,96901,23486,18362,16302,10504,106152,17495,20470,18461,14715,105351,35685,16251,12815,14858,90010,21390,15561,17547,9076
17,"London North",51.655197,-0.277485,"South","United Kingdom","2018-10-31","month",3571554,4882761,1101,3285133,875484,44059,0.139,19,14,30,28,-0.0422,0.0302,0.0281,0.317,1.47,66.6,123181,18966,21786,22628,13356,160387,35588,37129,26784,17968,65294,22850,13645,10081,9165,119934,35877,19584,13193,14910,73006,27382,9476,12748,9529,84637,22954,22590,11423,11482,87694,12224,20464,15859,10061,86222,18127,20468,11138,9661
16,"London South",51.486872,-0.095581,"South","United Kingdom","2018-10-31","month",2701942,5247344,1079,2648812,770788,46459,0.0342,20,13,32,18,-0.136,0.289,-0.0207,0.367,3.26,46.8,84915,8497,15728,15492,10996,77400,10007,8401,8051,8609,96887,36042,22494,18734,10338,154309,17172,45283,29529,17702,113850,13189,24509,16866,15188,73576,17031,15714,7988,7725,166343,57659,36973,18468,21201,75329,24161,21139,14619,8981
19,"London West",51.509384,-0.195825,"South","United Kingdom","2018-10-31","month",3785184,5085811,1160,3060262,928538,39338,-0.0243,21,10,39,28,0.141,0.5,0.143,0.379,0.125,93.5,135300,18569,13982,14854,19354,152213,33965,20754,21421,17780,164256,45479,27944,27702,22172,140503,25320,16583,23091,18309,74778,11339,15769,9786,7882,87083,13975,17527,13837,9260,105410,22753,18407,12783,12406,104318,28624,12308,13720,10977
2,"Manchester",53.386478,-2.351433,"North","United Kingdom","2018-10-31","month",3754757,5134038,1052,3438966,859485,47195,0.0874,22,8,35,33,0.0279,0.0429,0.28,0.409,2.77,77,161869,17705,24573,20345,16547,161739,20655,44020,30857,21739,144021,24041,36033,27830,14739,101133,28635,18205,11093,13902,109454,19191,32005,19740,11980,79837,28187,15475,12644,8887,151693,55871,35870,19994,22694,66631,18243,8139,10979,6761
3,"Midlands",52.435044,-1.892271,"North","United Kingdom","2018-10-31","month",3420152,3845716,1173,2547159,948313,47999,0.0926,22,12,39,35,0.123,0.438,0.234,0.44,4.55,97.7,112935,34725,18620,19405,12067,80895,28094,15566,9818,9120,94627,24465,24703,9679,12817,86531,22931,11167,12077,8704,113158,18458,18074,19864,13953,111862,16678,11766,16370,11394,155212,54389,40612,25196,20870,126593,45257,14786,15165,17190
7,"NI Glasgow",55.860011,-4.253951,"North","United Kingdom","2018-10-31","month",2732207,4259935,1059,2966326,996895,37740,0.0683,20,8,32,25,0.145,0.392,-0.13,-0.042,4.06,79.7,146842,55596,23586,27448,16245,128833,22747,13477,17786,16910,125121,43164,32127,24894,13517,127349,47240,35748,20264,18175,122331,22051,18737,13889,12534,99822,31915,13004,12383,11774,108348,37199,30335,15959,13684,111717,11508,20661,12274,13537
10,"North East",54.683629,-1.21324,"North","United Kingdom","2018-10-31","month",3778740,4844818,1060,3399564,887232,33623,-0.0436,20,12,41,33,0.138,0.24,-0.0452,0.351,3.48,51.1,81394,9764,20519,9640,12186,119631,27329,22989,18347,15375,126403,25033,18118,17621,15336,94585,19284,17175,11974,12817,67872,17654,20204,9759,8476,66227,15028,11057,12355,9367,130689,23639,25963,16780,16706,91495,11323,9836,14228,9215
0,"North West",53.027538,-2.175821,"North","United Kingdom","2018-10-31","month",3640905,5072847,1076,2836665,918459,39702,-0.171,20,14,30,22,-0.17,0.245,-0.0986,0.204,0.495,94.1,130413,44712,31631,17569,17478,155091,47809,31865,17356,20772,113256,38930,19433,11855,12129,142870,30614,24400,21179,14388,74073,16942,14556,11596,7415,109367,33565,30386,12351,13462,113287,20943,13002,16461,13673,69352,17156,9137,7943,9778
8,"Scotland North",56.45974,-2.973105,"North","United Kingdom","2018-10-31","month",2813763,5162954,1133,3800624,953699,34811,-0.134,23,8,42,38,-0.00786,0.354,-0.0642,0.386,2.34,44.6,74799,25739,10267,8581,8907,75774,20388,13960,10994,9970,133803,38390,29464,23179,13385,105669,38714,12329,19917,13010,125625,19867,22993,17951,13567,64240,22425,9652,7425,8117,82576,8394,18833,11139,11973,151926,39792,40799,23547,16542
